Column1,Column2,Column3,Column4,Column5,Column6,Column7
Caio Borralho,"5' 10""",205 lbs.,"75""",Southpaw,"Jan 16, 1993",http://ufcstats.com/fighter-details/4126a78111c0855a
Caio Machado,--,145 lbs.,--,,"Jul 20, 1994",http://ufcstats.com/fighter-details/89839250eb25c9c1
Caio Magalhaes,"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987",http://ufcstats.com/fighter-details/0c5c66ddd1886b83
Cal Worsham,"5' 11""",230 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/de3ed2e152520c8d
Cale Yarbrough,"6' 1""",185 lbs.,--,Orthodox,"Dec 27, 1986",http://ufcstats.com/fighter-details/a0b91014e9d16a76
Calen Born,"5' 8""",170 lbs.,"72""",Switch,"May 24, 1988",http://ufcstats.com/fighter-details/3c85e04b08a05751
Callan Potter,"6' 0""",170 lbs.,"72""",Orthodox,"Jun 09, 1984",http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb
Calvin Kattar,"5' 11""",145 lbs.,"72""",Orthodox,"Mar 26, 1988",http://ufcstats.com/fighter-details/751de04455cfaac0
Cameron Church,"5' 11""",155 lbs.,"72""",Orthodox,"Sep 27, 1990",http://ufcstats.com/fighter-details/f197ce0cbe69996d
Cameron Dollar,"5' 11""",155 lbs.,--,Orthodox,"May 12, 1987",http://ufcstats.com/fighter-details/3bbcd63a016d9715
Cameron Else,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987",http://ufcstats.com/fighter-details/5f3da9a9610d8969
Cameron Olson,"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989",http://ufcstats.com/fighter-details/5a9104718439ef44
Cameron Saaiman,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/3c8a5200436e19f3
Cameron VanCamp,"6' 2""",155 lbs.,--,Switch,"Apr 27, 1993",http://ufcstats.com/fighter-details/87e2468b986ebb79
Canaan Kawaihae,"6' 0""",145 lbs.,"71""",Southpaw,"Aug 26, 1997",http://ufcstats.com/fighter-details/58d42b9e920b25fc
Caol Uno,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",http://ufcstats.com/fighter-details/eb1723480fa2f96c
Carina Damm,"5' 4""",135 lbs.,--,,--,http://ufcstats.com/fighter-details/033343da4c0cff8a
Carl Malenko,"5' 11""",200 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a314687f372b2cec
Carl Seumanutafa,"6' 1""",255 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/dadaeb402526dca5
Carl Toomey,--,--,--,,--,http://ufcstats.com/fighter-details/5ee87e0432205755
Carla Esparza,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",http://ufcstats.com/fighter-details/d910665038efc639
Carlo Pedersoli Jr.,"5' 11""",170 lbs.,"75""",Southpaw,"Jun 08, 1993",http://ufcstats.com/fighter-details/198994b47f395af0
Carlo Prater,"5' 11""",155 lbs.,"72""",Switch,"Jun 25, 1981",http://ufcstats.com/fighter-details/4f853e98886283cf
Carlos Barreto,"6' 4""",230 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a220be6d41d6f97d
Carlos Candelario,"5' 8""",125 lbs.,"68""",Southpaw,"Jun 04, 1991",http://ufcstats.com/fighter-details/760a55d5b6098cbe
Carlos Condit,"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984",http://ufcstats.com/fighter-details/f9f07bb5a43535ed
Carlos Eduardo Rocha,"5' 10""",170 lbs.,"73""",Orthodox,"Jul 12, 1981",http://ufcstats.com/fighter-details/4f736494fc733095
Carlos Felipe,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",http://ufcstats.com/fighter-details/a2ea77e974c5889f
Carlos Hernandez,"5' 8""",125 lbs.,"67""",Orthodox,"Oct 25, 1993",http://ufcstats.com/fighter-details/798e48f9e7f6ba22
Carlos Huachin,"5' 4""",135 lbs.,"67""",Southpaw,"Jun 04, 1996",http://ufcstats.com/fighter-details/225def29ecfe0fc1
Carlos Mota,"5' 6""",125 lbs.,--,,"Apr 15, 1995",http://ufcstats.com/fighter-details/b15862fcd6ded451
Carlos Newton,"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976",http://ufcstats.com/fighter-details/952f6fa06f25a0ec
Carlos Ulberg,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990",http://ufcstats.com/fighter-details/9014c02eff8b3d62
Carlos Zevallos,"6' 0""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/cbf69fa846c7e3ee
Carls John De Tomas,"5' 5""",125 lbs.,"71""",Southpaw,"Aug 28, 1996",http://ufcstats.com/fighter-details/2a4200ead401a9ce
Carlston Harris,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 09, 1987",http://ufcstats.com/fighter-details/a53d30163304aa6e
Carlton Jones,"6' 1""",225 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/f117c3e8c1aa7b9e
Carlton Minus,"5' 10""",170 lbs.,"75""",Orthodox,"Apr 26, 1993",http://ufcstats.com/fighter-details/40d8b74488743800
Carmelo Marrero,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",http://ufcstats.com/fighter-details/aa03a3ca00ac6827
Caros Fodor,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984",http://ufcstats.com/fighter-details/01d2ed8c502e3828
Carter Williams,"6' 1""",265 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/b8e2f10efb6eca85
Casey Huffman,"6' 3""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/737d93a42b8c2e94
Casey Kenney,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 20, 1991",http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07
Casey O'Neill,"5' 6""",125 lbs.,"69""",Orthodox,"Oct 07, 1997",http://ufcstats.com/fighter-details/04835018f90b118c
Casey Olson,"5' 7""",145 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/7613773461b276f4
Casey Ryan,--,185 lbs.,--,,--,http://ufcstats.com/fighter-details/5b1b383265433f51
Cat Zingano,"5' 6""",145 lbs.,"68""",Southpaw,"Jul 01, 1982",http://ufcstats.com/fighter-details/3ecd936bd8814108
Cathal Pendred,"6' 1""",170 lbs.,"75""",Orthodox,"Sep 02, 1987",http://ufcstats.com/fighter-details/99c7610aa74995d3
CB Dollaway,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",http://ufcstats.com/fighter-details/5d7bdab5e03e3216
Cedric Doumbe,"5' 10""",170 lbs.,--,,"Aug 13, 1992",http://ufcstats.com/fighter-details/5159e6ee100c717e
Cesar Arzamendia,"5' 11""",155 lbs.,--,Orthodox,"Jan 31, 1991",http://ufcstats.com/fighter-details/49f78022126bf4a4
Cesar Gracie,"5' 10""",181 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/079488710f012779
Cesar Marscucci,--,--,--,,--,http://ufcstats.com/fighter-details/e8efeb9cf33b1941
Cezar Ferreira,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",http://ufcstats.com/fighter-details/dbc17725b887860a
Chad Anheliger,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 01, 1986",http://ufcstats.com/fighter-details/c7c39e2fb70248b3
Chad Cook,"6' 2""",205 lbs.,--,,"Nov 07, 1979",http://ufcstats.com/fighter-details/e6daf9cdbf0da889
Chad Corvin,"6' 5""",255 lbs.,--,,--,http://ufcstats.com/fighter-details/1267b631db78665a
Chad George,"5' 6""",135 lbs.,"68""",Southpaw,"Apr 30, 1982",http://ufcstats.com/fighter-details/14e797332ea32cdb
Chad Griggs,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978",http://ufcstats.com/fighter-details/fdf18227faa596dd
Chad Johnson,"6' 2""",230 lbs.,"80""",Orthodox,"Jul 22, 1986",http://ufcstats.com/fighter-details/6ce9a012e4c6020c
Chad Laprise,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986",http://ufcstats.com/fighter-details/c03a5022f8439f2a
Chad Leonhardt,"6' 0""",170 lbs.,--,,"Feb 19, 1980",http://ufcstats.com/fighter-details/657d0ed181f04215
Chad Mendes,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985",http://ufcstats.com/fighter-details/b5b684eac99ae0a3
Chad Reiner,"5' 11""",170 lbs.,--,Orthodox,"Jun 29, 1981",http://ufcstats.com/fighter-details/d8022d5526b1d937
Chad Robichaux,"5' 4""",135 lbs.,--,,"Aug 18, 1975",http://ufcstats.com/fighter-details/b2aa1e07b5b3306e
Chad Sutton,"6' 1""",185 lbs.,--,,"Aug 07, 1982",http://ufcstats.com/fighter-details/556347e2b0e33979
Chad Vance,"6' 0""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/26d61e92a6069cd2
Chad W. Saunders,"5' 10""",170 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/4fe9492959834bf7
Chael Sonnen,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",http://ufcstats.com/fighter-details/48d1f690b763934c
Chalid Arrab,"5' 11""",205 lbs.,--,Orthodox,"May 28, 1975",http://ufcstats.com/fighter-details/770b9d4813c25902
Chan Sung Jung,"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",http://ufcstats.com/fighter-details/c451d67c09c55418
Chan-Mi Jeon,"5' 5""",115 lbs.,--,Orthodox,"Aug 28, 1997",http://ufcstats.com/fighter-details/24174a3f44ce8e03
Chance Farrar,"5' 9""",145 lbs.,--,Southpaw,"Sep 11, 1975",http://ufcstats.com/fighter-details/49c7236c737d7e59
Chance Rencountre,"6' 2""",170 lbs.,"75""",Southpaw,"Dec 31, 1986",http://ufcstats.com/fighter-details/1ddb480b601cefb1
Charlene Gellner,"5' 2""",125 lbs.,--,,--,http://ufcstats.com/fighter-details/effd0b70e6749ab2
Charles Bennett,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979",http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983",http://ufcstats.com/fighter-details/76ee3d666c648f6b
Charles Johnson,--,125 lbs.,--,,"Jan 10, 1991",http://ufcstats.com/fighter-details/814e5233e2acf2ee
Charles Jourdain,"5' 9""",145 lbs.,"69""",Switch,"Nov 27, 1995",http://ufcstats.com/fighter-details/f1d64ae34e088832
Charles McCarthy,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",http://ufcstats.com/fighter-details/da97d6c97d09c030
Charles McTorry,--,--,--,,--,http://ufcstats.com/fighter-details/acd8a53f7c0ce85e
Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",http://ufcstats.com/fighter-details/07225ba28ae309b6
Charles Rosa,"5' 9""",145 lbs.,"69""",Switch,"Aug 24, 1986",http://ufcstats.com/fighter-details/40093d1d2d78394e
Charlie Brenneman,"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981",http://ufcstats.com/fighter-details/98f6da59d765ec94
Charlie Campbell,--,155 lbs.,--,,"Jul 03, 1995",http://ufcstats.com/fighter-details/b39f7a6c2be17ee8
Charlie Kohler,"5' 9""",155 lbs.,--,Orthodox,"Jul 16, 1976",http://ufcstats.com/fighter-details/5717efc6f271cd52
Charlie Ontiveros,"6' 2""",185 lbs.,"78""",Switch,"Jul 04, 1991",http://ufcstats.com/fighter-details/318572f6f74b760d
Charlie Valencia,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",http://ufcstats.com/fighter-details/8a0be41c0380188d
Charlie Ward,"5' 11""",170 lbs.,--,Orthodox,"Dec 17, 1980",http://ufcstats.com/fighter-details/e81dd0bb8a64b550
Charon Spain,"5' 9""",155 lbs.,--,,"Mar 11, 1988",http://ufcstats.com/fighter-details/c278e8843b8abfec
Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",http://ufcstats.com/fighter-details/4bd6b4800070b069
Chase Beebe,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",http://ufcstats.com/fighter-details/b16a7e6a627e9789
Chase Gibson,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 07, 1990",http://ufcstats.com/fighter-details/09439946214993bc
Chase Gormley,"6' 3""",265 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/052ceb8976695342
Chase Hooper,"6' 1""",145 lbs.,"74""",Southpaw,"Sep 13, 1999",http://ufcstats.com/fighter-details/971246648e162f0d
Chase Sherman,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989",http://ufcstats.com/fighter-details/01b352b6a9074d5c
Chase Waldon,"6' 1""",185 lbs.,"75""",Orthodox,"Sep 19, 1986",http://ufcstats.com/fighter-details/aeb6c57b9bd8bc3a
Chatt Lavender,"5' 8""",170 lbs.,--,,"May 24, 1976",http://ufcstats.com/fighter-details/5449dcccd972ff83
Che Mills,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",http://ufcstats.com/fighter-details/6cadfd8f1d9e7685
Cheick Kongo,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",http://ufcstats.com/fighter-details/1eacf73d6a0055dc
Chel Erwin-Davis,"6' 0""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/c26ea30823f37316
Chelsea Chandler,--,145 lbs.,--,,"Nov 23, 1990",http://ufcstats.com/fighter-details/af9efbfd63d39734
Chelsea Hackett,"5' 4""",125 lbs.,"66""",Switch,"Aug 16, 1998",http://ufcstats.com/fighter-details/184b7a36d50dcc5e
Cheyanne Vlismas,"5' 3""",115 lbs.,"63""",Switch,"Jun 25, 1995",http://ufcstats.com/fighter-details/4959f10a62f3fec3
Cheyden Leialoha,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994",http://ufcstats.com/fighter-details/98cbbc06074c68a4
Chi Lewis-Parry,"6' 9""",243 lbs.,--,,"Aug 10, 1983",http://ufcstats.com/fighter-details/a307a10414d0ad00
Chibwikem Onyenegecha,"6' 3""",185 lbs.,--,Orthodox,"Apr 18, 1994",http://ufcstats.com/fighter-details/887e09328cd63df1
Chico Camus,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985",http://ufcstats.com/fighter-details/32be4b7f7de1c905
Chidi Njokuani,"6' 3""",185 lbs.,"80""",Orthodox,"Dec 31, 1988",http://ufcstats.com/fighter-details/c68c68efaa5ca6ef
Chris Amarante,--,185 lbs.,--,,--,http://ufcstats.com/fighter-details/ee0b69e307c857e5
Chris Avila,"5' 10""",145 lbs.,--,Orthodox,"Jan 16, 1993",http://ufcstats.com/fighter-details/4665cbf36b08193b
Chris Barnett,"5' 9""",265 lbs.,"75""",Orthodox,"Jun 14, 1986",http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Chris Barnhizer,--,--,--,,--,http://ufcstats.com/fighter-details/91e69a1c3c87325b
Chris Beal,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",http://ufcstats.com/fighter-details/55f446032177b119
Chris Birchler,"6' 3""",205 lbs.,--,Switch,"Jun 05, 1987",http://ufcstats.com/fighter-details/8a22c6b4d29880a3
Chris Bostick,--,--,--,,--,http://ufcstats.com/fighter-details/239224bedeb2c7a4
Chris Brennan,"5' 8""",170 lbs.,--,Orthodox,"Oct 12, 1971",http://ufcstats.com/fighter-details/b19fc66613dc75b9
Chris Brown,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/9e2624ac992660c6
Chris Camozzi,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1986",http://ufcstats.com/fighter-details/6c2030e0a143a94b
Chris Cariaso,"5' 3""",125 lbs.,"64""",Southpaw,"May 27, 1981",http://ufcstats.com/fighter-details/b2e3aca4cd363477
Chris Clements,"5' 10""",170 lbs.,"70""",Orthodox,"Feb 09, 1976",http://ufcstats.com/fighter-details/e5ecaf884b6da2bc
Chris Coggins,--,--,--,,--,http://ufcstats.com/fighter-details/a0c29b13f7a5df32
Chris Condo,"6' 0""",335 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/41e77dc504a192c6
Chris Cope,"6' 0""",170 lbs.,"72""",Orthodox,"Mar 05, 1983",http://ufcstats.com/fighter-details/8c8c92a12621d7e0
Chris Culley,--,145 lbs.,--,,"Mar 25, 1986",http://ufcstats.com/fighter-details/e59b13321562eed3
Chris Curtis,"5' 10""",185 lbs.,"75""",Orthodox,"Jul 15, 1987",http://ufcstats.com/fighter-details/5442f1bc4b47eaf3
Chris Daukaus,"6' 3""",250 lbs.,"76""",Orthodox,"Sep 25, 1989",http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Chris de la Rocha,"6' 3""",250 lbs.,"80""",Orthodox,"May 15, 1979",http://ufcstats.com/fighter-details/e51ee8ded927fc51
Chris Dempsey,"5' 10""",185 lbs.,"72""",Orthodox,"Sep 08, 1987",http://ufcstats.com/fighter-details/dfae5da5676e4194
Chris Drumm,"5' 8""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/5fd834edd92c9e50
Chris Duncan,"5' 10""",155 lbs.,"71""",Orthodox,"May 10, 1993",http://ufcstats.com/fighter-details/fd406a32a6fb3a29
Chris Fishgold,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
Chris Gruetzemacher,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986",http://ufcstats.com/fighter-details/feaf00f3373435d6
Chris Guillen,"6' 0""",240 lbs.,--,Orthodox,"Dec 09, 1972",http://ufcstats.com/fighter-details/da0f33e4255f99eb
Chris Gutierrez,"5' 9""",145 lbs.,"67""",Orthodox,"Apr 22, 1991",http://ufcstats.com/fighter-details/45f0cc9d18f35137
Chris Haseman,"5' 11""",205 lbs.,--,Orthodox,"Jun 02, 1969",http://ufcstats.com/fighter-details/5bd533d50c8e7b8a
Chris Hawk,"6' 1""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/9460c867aae1987e
Chris Heatherly,"5' 9""",155 lbs.,--,Orthodox,"Nov 24, 1987",http://ufcstats.com/fighter-details/bad8be5827ea1bf1
Chris Herrera,"5' 10""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/f71028a6e5128856
Chris Holdsworth,"5' 11""",135 lbs.,--,,"Oct 24, 1987",http://ufcstats.com/fighter-details/fc60ecf0671b9489
Chris Honeycutt,"5' 10""",170 lbs.,"73""",,"Jul 25, 1988",http://ufcstats.com/fighter-details/4d2e3320d815f687
Chris Horodecki,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 24, 1987",http://ufcstats.com/fighter-details/e29cf523ebd155c5
Chris Indich,"5' 10""",170 lbs.,--,,"Apr 22, 1987",http://ufcstats.com/fighter-details/d5b7fac960e58920
Chris Inman,--,--,--,,--,http://ufcstats.com/fighter-details/f0a381ba65d2a933
Chris Jones,"5' 9""",149 lbs.,--,,"Nov 16, 1981",http://ufcstats.com/fighter-details/509319d35664369e
Chris Kelades,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 21, 1981",http://ufcstats.com/fighter-details/56c9acc4e86046a2
Chris Leben,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",http://ufcstats.com/fighter-details/d43a048a880efdff
Chris Liguori,"5' 9""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
Chris Lytle,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",http://ufcstats.com/fighter-details/91acd6910b802a9e
Chris Manuel,"5' 9""",135 lbs.,--,Orthodox,"Jul 21, 1987",http://ufcstats.com/fighter-details/a23e63184c65f5b8
Chris Mickle,"5' 9""",145 lbs.,--,Orthodox,"Jul 10, 1983",http://ufcstats.com/fighter-details/f903967fd320da38
Chris Mierzwiak,"6' 1""",185 lbs.,--,,"Feb 14, 1988",http://ufcstats.com/fighter-details/2b284840ca89876a
Chris Price,"6' 2""",185 lbs.,--,Southpaw,"Nov 09, 1982",http://ufcstats.com/fighter-details/0597a4528ebd1307
Chris Sanford,"5' 11""",185 lbs.,--,Orthodox,"Mar 12, 1968",http://ufcstats.com/fighter-details/29f935654825331b
Chris Saunders,"5' 8""",155 lbs.,--,,"Mar 11, 1986",http://ufcstats.com/fighter-details/b35a159f525764eb
Chris Solomon,"5' 11""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/324c7a749128df8d
Chris Spang,"6' 2""",170 lbs.,--,Orthodox,"Nov 26, 1987",http://ufcstats.com/fighter-details/411d012af19ecb59
Chris Tickle,"5' 9""",155 lbs.,--,,"Feb 01, 1982",http://ufcstats.com/fighter-details/1d1b85389a05df69
Chris Tuchscherer,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",http://ufcstats.com/fighter-details/df05aa15b2d66f57
Chris Wade,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987",http://ufcstats.com/fighter-details/c8097968da5e5f13
Chris Weidman,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",http://ufcstats.com/fighter-details/3a8176e15b9887c1
Chris Wilson,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 07, 1977",http://ufcstats.com/fighter-details/a56607a451e4c70d
Chris Wright,--,--,--,,--,http://ufcstats.com/fighter-details/7182146226dabe22
Chris Yee,"5' 9""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/920632ca1b78fae5
Christian Aguilera,"5' 9""",170 lbs.,"72""",Switch,"Nov 25, 1991",http://ufcstats.com/fighter-details/ae071698e1a3ccd4
Christian Colombo,"6' 5""",265 lbs.,--,Orthodox,"Jul 01, 1980",http://ufcstats.com/fighter-details/9123c54d0a2b72dd
Christian Lohsen,"6' 2""",155 lbs.,"77""",Southpaw,"Jan 24, 1995",http://ufcstats.com/fighter-details/4ab36d70d1b28b58
Christian Morecraft,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986",http://ufcstats.com/fighter-details/80779d7441af1b52
Christian Ocon,"5' 8""",135 lbs.,"69""",Orthodox,"Feb 05, 1996",http://ufcstats.com/fighter-details/2d6d6ffe5a446ea2
Christian Quinonez,"5' 7""",135 lbs.,"70""",Orthodox,"Apr 26, 1996",http://ufcstats.com/fighter-details/7debc13b36343605
Christian Rodriguez,"5' 7""",135 lbs.,"71""",Orthodox,"Dec 17, 1997",http://ufcstats.com/fighter-details/5ec591b78349ba7e
Christian Uflacker,"5' 11""",170 lbs.,--,,"Aug 04, 1985",http://ufcstats.com/fighter-details/10ccf4ec9913cadc
Christian Wellisch,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",http://ufcstats.com/fighter-details/f1b2a4365799c48b
Christina Marks,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",http://ufcstats.com/fighter-details/c7be22a47a58365a
Christophe Leninger,"6' 0""",200 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/7269329bd87eb479
Christopher Lopez,"5' 10""",170 lbs.,--,,"Jan 30, 1986",http://ufcstats.com/fighter-details/5148a665aa527865
Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",http://ufcstats.com/fighter-details/de45aaae23dfa392
Chuck Grigsby,"6' 6""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/7fb4234670271505
Chuck Liddell,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",http://ufcstats.com/fighter-details/a390eb8a9b2df298
Chuck O'Neil,"6' 2""",170 lbs.,--,,"Sep 22, 1985",http://ufcstats.com/fighter-details/56bc9ccb609df534
Cindy Dandois,"5' 7""",135 lbs.,--,Orthodox,"Oct 26, 1984",http://ufcstats.com/fighter-details/9eef6584fab21fbb
Ciryl Gane,"6' 4""",245 lbs.,"81""",Orthodox,"Apr 12, 1990",http://ufcstats.com/fighter-details/787bb1f087ccff8a
CJ Fernandes,"6' 2""",170 lbs.,--,,"Nov 13, 1977",http://ufcstats.com/fighter-details/979f7edbb6980b0d
CJ Hamilton,"5' 7""",125 lbs.,"68""",Switch,"Oct 07, 1986",http://ufcstats.com/fighter-details/7da5839b223f3728
CJ Keith,"6' 0""",155 lbs.,--,Orthodox,"Aug 09, 1986",http://ufcstats.com/fighter-details/c0eecd851dbf3146
CJ Marsh,--,--,--,,--,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9
CJ Vergara,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 18, 1991",http://ufcstats.com/fighter-details/077e3ace32b72be9
Claude Patrick,"5' 11""",170 lbs.,"75""",Orthodox,"Jun 14, 1980",http://ufcstats.com/fighter-details/56116a79e4deed06
Claudia Gadelha,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",http://ufcstats.com/fighter-details/ec34349e7dffcde7
Claudia Leite,--,135 lbs.,--,,"Nov 04, 1996",http://ufcstats.com/fighter-details/90550a08f0b02b6f
Claudio Mattos,--,185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/6e2b1d631832921d
Claudio Puelles,"5' 10""",155 lbs.,"72""",Southpaw,"Apr 21, 1996",http://ufcstats.com/fighter-details/d747eb273a40a920
Claudio Ribeiro,--,185 lbs.,--,,"Jul 17, 1992",http://ufcstats.com/fighter-details/972c456ff38b2015
Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",http://ufcstats.com/fighter-details/6f7c616b98e18c29
Claudionor Fontinelle,"5' 5""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/7a82635ffa9b59fe
Clay Collard,"5' 11""",145 lbs.,"73""",Orthodox,"Mar 10, 1993",http://ufcstats.com/fighter-details/cc900c6a71ed23f3
Clay French,"5' 7""",161 lbs.,--,Southpaw,"Oct 07, 1980",http://ufcstats.com/fighter-details/73321668ff977f1b
Clay Guida,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Harvison,"6' 1""",170 lbs.,"74""",Orthodox,"Sep 25, 1980",http://ufcstats.com/fighter-details/83a477a7dba1ca58
Clay Mitchell,"6' 2""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/3d960455f880bb25
Clayton Carpenter,--,125 lbs.,--,,"Jun 04, 1996",http://ufcstats.com/fighter-details/b62d5280966b2460
Clayton MacFarlane,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/39831e62d12e7ad1
Cleber Luciano,"5' 6""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/9bdebbf2735d14c2
Clifford Starks,"6' 0""",185 lbs.,"78""",Orthodox,"Apr 25, 1981",http://ufcstats.com/fighter-details/5abf827d62f98fee
Clint Coronel,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/fe67cd6423f7a8ad
Clint Godfrey,"5' 6""",135 lbs.,--,Southpaw,"Oct 21, 1982",http://ufcstats.com/fighter-details/bd85ca0bb4f26cfc
Clint Hester,"6' 2""",205 lbs.,"77""",Orthodox,"Nov 21, 1986",http://ufcstats.com/fighter-details/92b62174c175ce19
CM Punk,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 26, 1978",http://ufcstats.com/fighter-details/a8c9d16fe2a14d72
Codale Ford,"5' 9""",170 lbs.,--,,"May 13, 1979",http://ufcstats.com/fighter-details/5340123d826ceadb
Cody Brundage,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Canterbury,"5' 8""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/23100e8f71f25a4a
Cody Carrillo,"5' 10""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/9346efb4bbaedd08
